"sector","Variable","year","value","group","value0","USAGDPDEFAISMEI","label","scaled"
118,"Total Employement",2016,11.5575033676538,"Extrapolated",11.5589404374623,100.950322501374,"Coastal Employment [thousands]",0.0115575033676538
118,"Total Employement",2017,7.8936445276969,"Extrapolated",7.89508159750549,102.758144170279,"Coastal Employment [thousands]",0.00789364452769689
118,"Total Industry Output",2012,878205.7108604,"Extrapolated",878205.710860392,95.7547924993229,"Coastal Industry Output [billion 2022$]",0.00111182021155622
118,"Total Industry Output",2015,1751910.1277172,"Extrapolated",1751910.12771719,100,"Coastal Industry Output [billion 2022$]",0.00212378549606675
118,"Total Industry Output",2018,1890154.98042109,"Extrapolated",1890154.98042109,105.112221863417,"Coastal Industry Output [billion 2022$]",0.00217993239825165
118,"Total Industry Output",2011,123748.416676345,"Extrapolated",123748.416676337,94.0042733837922,"Coastal Industry Output [billion 2022$]",0.000159584564000281
118,"Total Industry Output",2013,363649.733851236,"Extrapolated",363649.733851228,97.3844273465615,"Coastal Industry Output [billion 2022$]",0.000452681333480804
118,"Total Industry Output",2014,182742.901018836,"Extrapolated",182742.901018829,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.000223589391240495
118,"Total Industry Output",2016,2004847.01981689,"Extrapolated",2004847.01981688,100.950322501374,"Coastal Industry Output [billion 2022$]",0.00240753359419615
118,"Total Industry Output",2017,1409744.65706824,"Extrapolated",1409744.65706824,102.758144170279,"Coastal Industry Output [billion 2022$]",0.00166311787886635
119,"Total Industry Output",2018,243099.821285887,"As recorded",243099.821285887,105.112221863417,"Coastal Industry Output [billion 2022$]",0.000280369166507304
119,"Total Employement",2018,1.546048813,"As recorded",1.546048813,105.112221863417,"Coastal Employment [thousands]",0.001546048813
119,"Total Personal Income",2018,72961.603697236,"As recorded",72961.603697236,105.112221863417,"Coastal Personal Income [billion 2022$]",8.41472606085286e-05
119,"Total Industry Output",2019,224298.683777831,"As recorded",224298.683777831,106.876538692045,"Coastal Industry Output [billion 2022$]",0.000254415268813657
119,"Total Employement",2019,1.642032239,"As recorded",1.642032239,106.876538692045,"Coastal Employment [thousands]",0.001642032239
119,"Total Personal Income",2019,46335.132987725,"As recorded",46335.132987725,106.876538692045,"Coastal Personal Income [billion 2022$]",5.2556551452014e-05
119,"Total Industry Output",2020,238843.172319669,"As recorded",238843.172319669,108.287966074286,"Coastal Industry Output [billion 2022$]",0.000267381565370501
119,"Total Employement",2020,1.661139667,"As recorded",1.661139667,108.287966074286,"Coastal Employment [thousands]",0.001661139667
119,"Total Personal Income",2020,43215.758842265,"As recorded",43215.758842265,108.287966074286,"Coastal Personal Income [billion 2022$]",4.8379432979786e-05
119,"Total Industry Output",2021,323185.633561312,"As recorded",323185.633561312,113.252692384595,"Coastal Industry Output [billion 2022$]",0.000345941240894061
119,"Total Employement",2021,1.938643659,"As recorded",1.938643659,113.252692384595,"Coastal Employment [thousands]",0.001938643659
119,"Total Personal Income",2021,81405.111958122,"As recorded",81405.111958122,113.252692384595,"Coastal Personal Income [billion 2022$]",8.71368728108088e-05
119,"Total Industry Output",2022,444799.625101416,"As recorded",444799.625101416,121.226851906731,"Coastal Industry Output [billion 2022$]",0.000444799625101416
119,"Total Employement",2022,1.589040526,"As recorded",1.589040526,121.226851906731,"Coastal Employment [thousands]",0.001589040526
119,"Total Personal Income",2022,67687.781883656,"As recorded",67687.781883656,121.226851906731,"Coastal Personal Income [billion 2022$]",6.7687781883656e-05
119,"Total Personal Income",2012,-4.36557456851006e-11,"Extrapolated",0,95.7547924993229,"Coastal Personal Income [billion 2022$]",-5.52687597028944e-20
119,"Total Personal Income",2015,-4.36557456851006e-11,"Extrapolated",0,100,"Coastal Personal Income [billion 2022$]",-5.2922486170456e-20
119,"Total Personal Income",2018,72961.603697236,"Extrapolated",72961.603697236,105.112221863417,"Coastal Personal Income [billion 2022$]",8.41472606085286e-05
119,"Total Personal Income",2011,-4.36557456851006e-11,"Extrapolated",0,94.0042733837922,"Coastal Personal Income [billion 2022$]",-5.62979578113314e-20
119,"Total Personal Income",2013,-4.36557456851006e-11,"Extrapolated",0,97.3844273465615,"Coastal Personal Income [billion 2022$]",-5.4343890098692e-20
119,"Total Personal Income",2014,-4.36557456851006e-11,"Extrapolated",0,99.0804906972909,"Coastal Personal Income [billion 2022$]",-5.34136294622762e-20
119,"Total Personal Income",2016,-4.36557456851006e-11,"Extrapolated",0,100.950322501374,"Coastal Personal Income [billion 2022$]",-5.24242863807945e-20
119,"Total Personal Income",2017,-4.36557456851006e-11,"Extrapolated",0,102.758144170279,"Coastal Personal Income [billion 2022$]",-5.15019871152586e-20
119,"Total Employement",2012,-0.019886475223049,"Extrapolated",0,95.7547924993229,"Coastal Employment [thousands]",-1.9886475223049e-05
119,"Total Employement",2015,-0.019886475223049,"Extrapolated",0,100,"Coastal Employment [thousands]",-1.9886475223049e-05
119,"Total Employement",2018,1.546048813,"Extrapolated",1.56593528822305,105.112221863417,"Coastal Employment [thousands]",0.001546048813
119,"Total Employement",2011,-0.019886475223049,"Extrapolated",0,94.0042733837922,"Coastal Employment [thousands]",-1.9886475223049e-05
119,"Total Employement",2013,-0.019886475223049,"Extrapolated",0,97.3844273465615,"Coastal Employment [thousands]",-1.9886475223049e-05
119,"Total Employement",2014,-0.019886475223049,"Extrapolated",0,99.0804906972909,"Coastal Employment [thousands]",-1.9886475223049e-05
119,"Total Employement",2016,-0.019886475223049,"Extrapolated",0,100.950322501374,"Coastal Employment [thousands]",-1.9886475223049e-05
119,"Total Employement",2017,-0.019886475223049,"Extrapolated",0,102.758144170279,"Coastal Employment [thousands]",-1.9886475223049e-05
119,"Total Industry Output",2012,4.07453626394272e-10,"Extrapolated",0,95.7547924993229,"Coastal Industry Output [billion 2022$]",5.15841757227015e-19
119,"Total Industry Output",2015,4.07453626394272e-10,"Extrapolated",0,100,"Coastal Industry Output [billion 2022$]",4.93943204257589e-19
119,"Total Industry Output",2018,243099.821285887,"Extrapolated",243099.821285887,105.112221863417,"Coastal Industry Output [billion 2022$]",0.000280369166507304
119,"Total Industry Output",2011,4.07453626394272e-10,"Extrapolated",0,94.0042733837922,"Coastal Industry Output [billion 2022$]",5.25447606239093e-19
119,"Total Industry Output",2013,4.07453626394272e-10,"Extrapolated",0,97.3844273465615,"Coastal Industry Output [billion 2022$]",5.07209640921126e-19
119,"Total Industry Output",2014,4.07453626394272e-10,"Extrapolated",0,99.0804906972909,"Coastal Industry Output [billion 2022$]",4.98527208314577e-19
119,"Total Industry Output",2016,4.07453626394272e-10,"Extrapolated",0,100.950322501374,"Coastal Industry Output [billion 2022$]",4.89293339554082e-19
119,"Total Industry Output",2017,4.07453626394272e-10,"Extrapolated",0,102.758144170279,"Coastal Industry Output [billion 2022$]",4.80685213075747e-19
121,"Total Industry Output",2018,434322.53552386,"As recorded",434322.53552386,105.112221863417,"Coastal Industry Output [billion 2022$]",0.000500908008224985
121,"Total Employement",2018,3.135535625,"As recorded",3.135535625,105.112221863417,"Coastal Employment [thousands]",0.003135535625
121,"Total Personal Income",2018,137453.05998595,"As recorded",137453.05998595,105.112221863417,"Coastal Personal Income [billion 2022$]",0.000158525825557143
121,"Total Industry Output",2019,488808.977550329,"As recorded",488808.977550329,106.876538692045,"Coastal Industry Output [billion 2022$]",0.000554441360633107
121,"Total Employement",2019,3.743535322,"As recorded",3.743535322,106.876538692045,"Coastal Employment [thousands]",0.003743535322
121,"Total Personal Income",2019,116084.277957866,"As recorded",116084.277957866,106.876538692045,"Coastal Personal Income [billion 2022$]",0.000131670914355177
121,"Total Industry Output",2020,532176.48676313,"As recorded",532176.48676313,108.287966074286,"Coastal Industry Output [billion 2022$]",0.000595764076913416
121,"Total Employement",2020,3.968493887,"As recorded",3.968493887,108.287966074286,"Coastal Employment [thousands]",0.003968493887
121,"Total Personal Income",2020,113296.074142976,"As recorded",113296.074142976,108.287966074286,"Coastal Personal Income [billion 2022$]",0.000126833358309848
121,"Total Industry Output",2021,284041.88577868,"As recorded",284041.88577868,113.252692384595,"Coastal Industry Output [billion 2022$]",0.000304041368885676
121,"Total Employement",2021,2.029850228,"As recorded",2.029850228,113.252692384595,"Coastal Employment [thousands]",0.002029850228
121,"Total Personal Income",2021,63745.696516298,"As recorded",63745.696516298,113.252692384595,"Coastal Personal Income [billion 2022$]",6.82340520879645e-05
121,"Total Industry Output",2022,270428.860356962,"As recorded",270428.860356962,121.226851906731,"Coastal Industry Output [billion 2022$]",0.000270428860356962
121,"Total Employement",2022,1.368858818,"As recorded",1.368858818,121.226851906731,"Coastal Employment [thousands]",0.001368858818
121,"Total Personal Income",2022,49433.296682475,"As recorded",49433.296682475,121.226851906731,"Coastal Personal Income [billion 2022$]",4.9433296682475e-05
121,"Total Personal Income",2012,1.54250301420689e-09,"Extrapolated",0,95.7547924993229,"Coastal Personal Income [billion 2022$]",1.95282950950227e-18
121,"Total Personal Income",2015,800014.661581149,"Extrapolated",800014.661581148,100,"Coastal Personal Income [billion 2022$]",0.000969832589027115
121,"Total Personal Income",2018,137453.05998595,"Extrapolated",137453.059985948,105.112221863417,"Coastal Personal Income [billion 2022$]",0.000158525825557143
121,"Total Personal Income",2011,1.54250301420689e-09,"Extrapolated",0,94.0042733837922,"Coastal Personal Income [billion 2022$]",1.98919450933371e-18
121,"Total Personal Income",2013,1.54250301420689e-09,"Extrapolated",0,97.3844273465615,"Coastal Personal Income [billion 2022$]",1.92015078348712e-18
121,"Total Personal Income",2014,138952.320858867,"Extrapolated",138952.320858865,99.0804906972909,"Coastal Personal Income [billion 2022$]",0.000170010789251319
121,"Total Personal Income",2016,125743.188027299,"Extrapolated",125743.188027297,100.950322501374,"Coastal Personal Income [billion 2022$]",0.000150999525861427
121,"Total Personal Income",2017,138431.092152178,"Extrapolated",138431.092152176,102.758144170279,"Coastal Personal Income [billion 2022$]",0.000163311294137529
121,"Total Employement",2012,-0.0210931485272119,"Extrapolated",0,95.7547924993229,"Coastal Employment [thousands]",-2.10931485272119e-05
121,"Total Employement",2015,16.0498345389176,"Extrapolated",16.0709276874448,100,"Coastal Employment [thousands]",0.0160498345389176
121,"Total Employement",2018,3.135535625,"Extrapolated",3.15662877352721,105.112221863417,"Coastal Employment [thousands]",0.003135535625
121,"Total Employement",2011,-0.0210931485272119,"Extrapolated",0,94.0042733837922,"Coastal Employment [thousands]",-2.10931485272119e-05
121,"Total Employement",2013,-0.0210931485272119,"Extrapolated",0,97.3844273465615,"Coastal Employment [thousands]",-2.10931485272119e-05
121,"Total Employement",2014,3.66962462469015,"Extrapolated",3.69071777321737,99.0804906972909,"Coastal Employment [thousands]",0.00366962462469015
121,"Total Employement",2016,2.63362624651704,"Extrapolated",2.65471939504425,100.950322501374,"Coastal Employment [thousands]",0.00263362624651704
121,"Total Employement",2017,2.84916769740423,"Extrapolated",2.87026084593144,102.758144170279,"Coastal Employment [thousands]",0.00284916769740423
121,"Total Industry Output",2012,2.44472175836563e-09,"Extrapolated",0,95.7547924993229,"Coastal Industry Output [billion 2022$]",3.09505054336209e-18
121,"Total Industry Output",2015,2211693.39669449,"Extrapolated",2211693.39669449,100,"Coastal Industry Output [billion 2022$]",0.00268116627864178
121,"Total Industry Output",2018,434322.53552386,"Extrapolated",434322.535523858,105.112221863417,"Coastal Industry Output [billion 2022$]",0.000500908008224985
121,"Total Industry Output",2011,2.44472175836563e-09,"Extrapolated",0,94.0042733837922,"Coastal Industry Output [billion 2022$]",3.15268563743456e-18
121,"Total Industry Output",2013,2.44472175836563e-09,"Extrapolated",0,97.3844273465615,"Coastal Industry Output [billion 2022$]",3.04325784552675e-18
121,"Total Industry Output",2014,440771.693101316,"Extrapolated",440771.693101314,99.0804906972909,"Coastal Industry Output [billion 2022$]",0.000539292492278032
121,"Total Industry Output",2016,373345.205246815,"Extrapolated",373345.205246813,100.950322501374,"Coastal Industry Output [billion 2022$]",0.000448334019992138
121,"Total Industry Output",2017,421604.263139707,"Extrapolated",421604.263139705,102.758144170279,"Coastal Industry Output [billion 2022$]",0.000497379141902276
122,"Total Industry Output",2018,169145.650761772,"As recorded",169145.650761772,105.112221863417,"Coastal Industry Output [billion 2022$]",0.000195077169829111
122,"Total Employement",2018,1.924313088,"As recorded",1.924313088,105.112221863417,"Coastal Employment [thousands]",0.001924313088
122,"Total Personal Income",2018,47803.104337638,"As recorded",47803.104337638,105.112221863417,"Coastal Personal Income [billion 2022$]",5.51317415566661e-05
122,"Total Industry Output",2019,154393.456009563,"As recorded",154393.456009563,106.876538692045,"Coastal Industry Output [billion 2022$]",0.00017512386587453
122,"Total Employement",2019,1.814445377,"As recorded",1.814445377,106.876538692045,"Coastal Employment [thousands]",0.001814445377
122,"Total Personal Income",2019,42974.590995704,"As recorded",42974.590995704,106.876538692045,"Coastal Personal Income [billion 2022$]",4.87447894752631e-05
122,"Total Industry Output",2020,103520.691402478,"As recorded",103520.691402478,108.287966074286,"Coastal Industry Output [billion 2022$]",0.000115889955097334
